,day,time,room
2416,Tu,09:00AM - 10:20AM,"Rm 2130A, Lift 19 (28)"
2417,Th,09:00AM - 10:20AM,"Rm 2130A, Lift 19 (28)"
2418,Mo,12:00PM - 01:20PM,"Rm 2129B, Lift 19 (28)"
2419,We,12:00PM - 01:20PM,"Rm 2129B, Lift 19 (28)"
2420,We,12:00PM - 01:20PM,"Rm 2129B, Lift 19 (28)"
2421,Mo,12:00PM - 01:20PM,"Rm 2129B, Lift 19 (28)"
2422,We,12:00PM - 01:20PM,"Rm 2129B, Lift 19 (28)"
2423,We,12:00PM - 01:20PM,"Rm 2129B, Lift 19 (28)"
2424,Mo,10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)"
2425,We,10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)"
2426,We,10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)"
2427,Mo,10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)"
2428,We,10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)"
2429,We,10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)"
2430,Mo,09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)"
2431,We,09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)"
2432,We,09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)"
2433,Mo,09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)"
2434,We,09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)"
2435,We,09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)"
2436,We,04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)"
2437,Fr,04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)"
2438,Fr,04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)"
2439,We,04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)"
2440,Fr,04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)"
2441,Fr,04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)"
2442,We,01:30PM - 02:50PM,"Rm 2128B, Lift 19 (28)"
2443,Fr,01:30PM - 02:50PM,"Rm 2128B, Lift 19 (28)"
2444,Fr,01:30PM - 02:50PM,"Rm 2128B, Lift 19 (28)"
2445,We,01:30PM - 02:50PM,"Rm 2128B, Lift 19 (28)"
2446,Fr,01:30PM - 02:50PM,"Rm 2128B, Lift 19 (28)"
2447,Fr,01:30PM - 02:50PM,"Rm 2128B, Lift 19 (28)"
2448,We,03:00PM - 04:20PM,"Rm 2128C, Lift 19 (28)"
2449,Fr,03:00PM - 04:20PM,"Rm 2128C, Lift 19 (28)"
2450,Fr,03:00PM - 04:20PM,"Rm 2128C, Lift 19 (28)"
2451,We,03:00PM - 04:20PM,"Rm 2128C, Lift 19 (28)"
2452,Fr,03:00PM - 04:20PM,"Rm 2128C, Lift 19 (28)"
2453,Fr,03:00PM - 04:20PM,"Rm 2128C, Lift 19 (28)"
2454,Tu,12:00PM - 01:20PM,"Rm 2126C, Lift 19 (28)"
2455,Th,12:00PM - 01:20PM,"Rm 2126C, Lift 19 (28)"
2456,Tu,12:00PM - 01:20PM,"Rm 2126C, Lift 19 (28)"
2457,Th,12:00PM - 01:20PM,"Rm 2126C, Lift 19 (28)"
2458,Tu,01:30PM - 02:50PM,"Rm 2127A, Lift 19 (28)"
2459,Th,01:30PM - 02:50PM,"Rm 2127A, Lift 19 (28)"
2460,Tu,01:30PM - 02:50PM,"Rm 2127A, Lift 19 (28)"
2461,Th,01:30PM - 02:50PM,"Rm 2127A, Lift 19 (28)"
2462,Tu,03:00PM - 04:20PM,"Rm 2127A, Lift 19 (28)"
2463,Th,03:00PM - 04:20PM,"Rm 2127A, Lift 19 (28)"
2464,Tu,03:00PM - 04:20PM,"Rm 2127A, Lift 19 (28)"
2465,Th,03:00PM - 04:20PM,"Rm 2127A, Lift 19 (28)"
2466,Tu,04:30PM - 05:50PM,"Rm 2127C, Lift 19 (28)"
2467,Th,04:30PM - 05:50PM,"Rm 2127C, Lift 19 (28)"
2468,Tu,04:30PM - 05:50PM,"Rm 2127C, Lift 19 (28)"
2469,Th,04:30PM - 05:50PM,"Rm 2127C, Lift 19 (28)"
2470,Mo,10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)"
2471,We,10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)"
2472,We,10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)"
2473,Mo,10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)"
2474,We,10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)"
2475,We,10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)"
2476,Mo,12:00PM - 01:20PM,"Rm 2128B, Lift 19 (28)"
2477,We,12:00PM - 01:20PM,"Rm 2128B, Lift 19 (28)"
2478,We,12:00PM - 01:20PM,"Rm 2128B, Lift 19 (28)"
2479,Mo,12:00PM - 01:20PM,"Rm 2128B, Lift 19 (28)"
2480,We,12:00PM - 01:20PM,"Rm 2128B, Lift 19 (28)"
2481,We,12:00PM - 01:20PM,"Rm 2128B, Lift 19 (28)"
2482,Tu,09:00AM - 10:20AM,"Rm 2129A, Lift 19 (28)"
2483,Th,09:00AM - 10:20AM,"Rm 2129A, Lift 19 (28)"
2484,Tu,09:00AM - 10:20AM,"Rm 2129A, Lift 19 (28)"
2485,Th,09:00AM - 10:20AM,"Rm 2129A, Lift 19 (28)"
2486,Tu,10:30AM - 11:50AM,"Rm 2127C, Lift 19 (28)"
2487,Th,10:30AM - 11:50AM,"Rm 2127C, Lift 19 (28)"
2488,Tu,10:30AM - 11:50AM,"Rm 2127C, Lift 19 (28)"
2489,Th,10:30AM - 11:50AM,"Rm 2127C, Lift 19 (28)"
2490,We,04:30PM - 05:50PM,"Rm 2132C, Lift 19 (28)"
2491,Fr,04:30PM - 05:50PM,"Rm 2132C, Lift 19 (28)"
2492,Fr,04:30PM - 05:50PM,"Rm 2132C, Lift 19 (28)"
2493,We,04:30PM - 05:50PM,"Rm 2132C, Lift 19 (28)"
2494,Fr,04:30PM - 05:50PM,"Rm 2132C, Lift 19 (28)"
2495,Fr,04:30PM - 05:50PM,"Rm 2132C, Lift 19 (28)"
2496,Tu,03:00PM - 04:20PM,"Rm 2128A, Lift 19 (28)"
2497,Th,03:00PM - 04:20PM,"Rm 2128A, Lift 19 (28)"
2498,Tu,03:00PM - 04:20PM,"Rm 2128A, Lift 19 (28)"
2499,Th,03:00PM - 04:20PM,"Rm 2128A, Lift 19 (28)"
2500,Tu,12:00PM - 01:20PM,"Rm 2127A, Lift 19 (28)"
2501,Th,12:00PM - 01:20PM,"Rm 2127A, Lift 19 (28)"
2502,Tu,12:00PM - 01:20PM,"Rm 2127A, Lift 19 (28)"
2503,Th,12:00PM - 01:20PM,"Rm 2127A, Lift 19 (28)"
2504,Mo,10:30AM - 11:50AM,"Rm 2131C, Lift 19 (28)"
2505,We,10:30AM - 11:50AM,"Rm 2131C, Lift 19 (28)"
2506,We,10:30AM - 11:50AM,"Rm 2131C, Lift 19 (28)"
2507,Mo,10:30AM - 11:50AM,"Rm 2131C, Lift 19 (28)"
2508,We,10:30AM - 11:50AM,"Rm 2131C, Lift 19 (28)"
2509,We,10:30AM - 11:50AM,"Rm 2131C, Lift 19 (28)"
2510,Tu,10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)"
2511,Th,10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)"
2512,Tu,10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)"
2513,Th,10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)"
2514,We,04:30PM - 05:50PM,"Rm 2611, Lift 31-32 (28)"
2515,Fr,04:30PM - 05:50PM,"Rm 2611, Lift 31-32 (28)"
2516,Fr,04:30PM - 05:50PM,"Rm 2611, Lift 31-32 (28)"
2517,We,04:30PM - 05:50PM,"Rm 2611, Lift 31-32 (28)"
2518,Fr,04:30PM - 05:50PM,"Rm 2611, Lift 31-32 (28)"
2519,Fr,04:30PM - 05:50PM,"Rm 2611, Lift 31-32 (28)"
2520,Mo,10:30AM - 11:50AM,"Rm 2131A, Lift 19 (28)"
2521,We,10:30AM - 11:50AM,"Rm 2131A, Lift 19 (28)"
2522,We,10:30AM - 11:50AM,"Rm 2131A, Lift 19 (28)"
2523,Mo,10:30AM - 11:50AM,"Rm 2131A, Lift 19 (28)"
2524,We,10:30AM - 11:50AM,"Rm 2131A, Lift 19 (28)"
2525,We,10:30AM - 11:50AM,"Rm 2131A, Lift 19 (28)"
2526,Tu,01:30PM - 02:50PM,"Rm 2127C, Lift 19 (28)"
2527,Th,01:30PM - 02:50PM,"Rm 2127C, Lift 19 (28)"
2528,Tu,01:30PM - 02:50PM,"Rm 2127C, Lift 19 (28)"
2529,Th,01:30PM - 02:50PM,"Rm 2127C, Lift 19 (28)"
2530,Tu,12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)"
2531,Th,12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)"
2532,Tu,12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)"
2533,Th,12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)"
2534,We,01:30PM - 02:50PM,"Rm 2611, Lift 31-32 (28)"
2535,Fr,01:30PM - 02:50PM,"Rm 2611, Lift 31-32 (28)"
2536,Fr,01:30PM - 02:50PM,"Rm 2611, Lift 31-32 (28)"
2537,We,01:30PM - 02:50PM,"Rm 2611, Lift 31-32 (28)"
2538,Fr,01:30PM - 02:50PM,"Rm 2611, Lift 31-32 (28)"
2539,Fr,01:30PM - 02:50PM,"Rm 2611, Lift 31-32 (28)"
2540,Tu,10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)"
2541,Th,10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)"
2542,Tu,10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)"
2543,Th,10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)"
2544,Mo,12:00PM - 01:20PM,"Rm 2131A, Lift 19 (28)"
2545,We,12:00PM - 01:20PM,"Rm 2131A, Lift 19 (28)"
2546,We,12:00PM - 01:20PM,"Rm 2131A, Lift 19 (28)"
2547,Mo,12:00PM - 01:20PM,"Rm 2131A, Lift 19 (28)"
2548,We,12:00PM - 01:20PM,"Rm 2131A, Lift 19 (28)"
2549,We,12:00PM - 01:20PM,"Rm 2131A, Lift 19 (28)"
2550,Mo,10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)"
2551,We,10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)"
2552,We,10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)"
2553,Mo,10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)"
2554,We,10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)"
2555,We,10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)"
2556,Mo,12:00PM - 01:20PM,"Rm 2132A, Lift 19 (28)"
2557,We,12:00PM - 01:20PM,"Rm 2132A, Lift 19 (28)"
2558,We,12:00PM - 01:20PM,"Rm 2132A, Lift 19 (28)"
2559,Mo,12:00PM - 01:20PM,"Rm 2132A, Lift 19 (28)"
2560,We,12:00PM - 01:20PM,"Rm 2132A, Lift 19 (28)"
2561,We,12:00PM - 01:20PM,"Rm 2132A, Lift 19 (28)"
2562,Mo,12:00PM - 01:20PM,"Rm 2131B, Lift 19 (28)"
2563,We,12:00PM - 01:20PM,"Rm 2131B, Lift 19 (28)"
2564,We,12:00PM - 01:20PM,"Rm 2131B, Lift 19 (28)"
2565,Mo,12:00PM - 01:20PM,"Rm 2131B, Lift 19 (28)"
2566,We,12:00PM - 01:20PM,"Rm 2131B, Lift 19 (28)"
2567,We,12:00PM - 01:20PM,"Rm 2131B, Lift 19 (28)"
2568,Tu,04:30PM - 05:50PM,"Rm 2128C, Lift 19 (28)"
2569,Th,04:30PM - 05:50PM,"Rm 2128C, Lift 19 (28)"
2570,Tu,04:30PM - 05:50PM,"Rm 2128C, Lift 19 (28)"
2571,Th,04:30PM - 05:50PM,"Rm 2128C, Lift 19 (28)"
2572,Mo,09:00AM - 10:20AM,"Rm 2612A, Lift 31-32 (29)"
2573,We,09:00AM - 10:20AM,"Rm 2612A, Lift 31-32 (29)"
2574,We,09:00AM - 10:20AM,"Rm 2612A, Lift 31-32 (29)"
2575,Mo,09:00AM - 10:20AM,"Rm 2612A, Lift 31-32 (29)"
2576,We,09:00AM - 10:20AM,"Rm 2612A, Lift 31-32 (29)"
2577,We,09:00AM - 10:20AM,"Rm 2612A, Lift 31-32 (29)"
2578,Mo,10:30AM - 11:50AM,"Rm 2612A, Lift 31-32 (29)"
2579,We,10:30AM - 11:50AM,"Rm 2612A, Lift 31-32 (29)"
2580,We,10:30AM - 11:50AM,"Rm 2612A, Lift 31-32 (29)"
2581,Mo,10:30AM - 11:50AM,"Rm 2612A, Lift 31-32 (29)"
2582,We,10:30AM - 11:50AM,"Rm 2612A, Lift 31-32 (29)"
2583,We,10:30AM - 11:50AM,"Rm 2612A, Lift 31-32 (29)"
2584,Mo,10:30AM - 11:50AM,"Rm 2127B, Lift 19 (28)"
2585,We,10:30AM - 11:50AM,"Rm 2127B, Lift 19 (28)"
2586,We,10:30AM - 11:50AM,"Rm 2127B, Lift 19 (28)"
2587,Mo,10:30AM - 11:50AM,"Rm 2127B, Lift 19 (28)"
2588,We,10:30AM - 11:50AM,"Rm 2127B, Lift 19 (28)"
2589,We,10:30AM - 11:50AM,"Rm 2127B, Lift 19 (28)"
2590,Tu,09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)"
2591,Th,09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)"
2592,Tu,09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)"
2593,Th,09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)"
2594,Tu,09:00AM - 10:20AM,"Rm 5501, Lift 25-26 (20)"
2595,Th,09:00AM - 10:20AM,"Rm 5501, Lift 25-26 (20)"
2596,Tu,09:00AM - 10:20AM,"Rm 5501, Lift 25-26 (20)"
2597,Th,09:00AM - 10:20AM,"Rm 5501, Lift 25-26 (20)"
2598,Tu,10:30AM - 11:50AM,"Rm 5501, Lift 25-26 (20)"
2599,Th,10:30AM - 11:50AM,"Rm 5501, Lift 25-26 (20)"
2600,Tu,10:30AM - 11:50AM,"Rm 5501, Lift 25-26 (20)"
2601,Th,10:30AM - 11:50AM,"Rm 5501, Lift 25-26 (20)"
2602,Tu,12:00PM - 01:20PM,"Rm 2126A, Lift 19 (28)"
2603,Th,12:00PM - 01:20PM,"Rm 2126A, Lift 19 (28)"
2604,Tu,12:00PM - 01:20PM,"Rm 2126A, Lift 19 (28)"
2605,Th,12:00PM - 01:20PM,"Rm 2126A, Lift 19 (28)"
2606,Mo,09:00AM - 10:20AM,"Rm 2131A, Lift 19 (28)"
2607,We,09:00AM - 10:20AM,"Rm 2131A, Lift 19 (28)"
2608,We,09:00AM - 10:20AM,"Rm 2131A, Lift 19 (28)"
2609,Mo,09:00AM - 10:20AM,"Rm 2131A, Lift 19 (28)"
2610,We,09:00AM - 10:20AM,"Rm 2131A, Lift 19 (28)"
2611,We,09:00AM - 10:20AM,"Rm 2131A, Lift 19 (28)"
2612,We,01:30PM - 02:50PM,"Rm 2131B, Lift 19 (28)"
2613,Fr,01:30PM - 02:50PM,"Rm 2131B, Lift 19 (28)"
2614,Fr,01:30PM - 02:50PM,"Rm 2131B, Lift 19 (28)"
2615,We,01:30PM - 02:50PM,"Rm 2131B, Lift 19 (28)"
2616,Fr,01:30PM - 02:50PM,"Rm 2131B, Lift 19 (28)"
2617,Fr,01:30PM - 02:50PM,"Rm 2131B, Lift 19 (28)"
2618,Tu,09:00AM - 10:20AM,"Rm 2126A, Lift 19 (28)"
2619,Th,09:00AM - 10:20AM,"Rm 2126A, Lift 19 (28)"
2620,Tu,09:00AM - 10:20AM,"Rm 2126A, Lift 19 (28)"
2621,Th,09:00AM - 10:20AM,"Rm 2126A, Lift 19 (28)"
2622,Tu,03:00PM - 04:20PM,"Rm 2126A, Lift 19 (28)"
2623,Th,03:00PM - 04:20PM,"Rm 2126A, Lift 19 (28)"
2624,Tu,03:00PM - 04:20PM,"Rm 2126A, Lift 19 (28)"
2625,Th,03:00PM - 04:20PM,"Rm 2126A, Lift 19 (28)"
2626,We,04:30PM - 05:50PM,"Rm 2129C, Lift 19 (28)"
2627,Fr,04:30PM - 05:50PM,"Rm 2129C, Lift 19 (28)"
2628,Fr,04:30PM - 05:50PM,"Rm 2129C, Lift 19 (28)"
2629,We,04:30PM - 05:50PM,"Rm 2129C, Lift 19 (28)"
2630,Fr,04:30PM - 05:50PM,"Rm 2129C, Lift 19 (28)"
2631,Fr,04:30PM - 05:50PM,"Rm 2129C, Lift 19 (28)"
2632,Tu,04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)"
2633,Th,04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)"
2634,Tu,04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)"
2635,Th,04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)"
2636,Tu,10:30AM - 11:50AM,"Rm 2126B, Lift 19 (28)"
2637,Th,10:30AM - 11:50AM,"Rm 2126B, Lift 19 (28)"
2638,Tu,10:30AM - 11:50AM,"Rm 2126B, Lift 19 (28)"
2639,Th,10:30AM - 11:50AM,"Rm 2126B, Lift 19 (28)"
2640,Mo,10:30AM - 11:50AM,"Rm 2612B, Lift 31-32 (29)"
2641,We,10:30AM - 11:50AM,"Rm 2612B, Lift 31-32 (29)"
2642,We,10:30AM - 11:50AM,"Rm 2612B, Lift 31-32 (29)"
2643,Mo,10:30AM - 11:50AM,"Rm 2612B, Lift 31-32 (29)"
2644,We,10:30AM - 11:50AM,"Rm 2612B, Lift 31-32 (29)"
2645,We,10:30AM - 11:50AM,"Rm 2612B, Lift 31-32 (29)"
2646,We,03:00PM - 04:20PM,"Rm 2129C, Lift 19 (28)"
2647,Fr,03:00PM - 04:20PM,"Rm 2129C, Lift 19 (28)"
2648,Fr,03:00PM - 04:20PM,"Rm 2129C, Lift 19 (28)"
2649,We,03:00PM - 04:20PM,"Rm 2129C, Lift 19 (28)"
2650,Fr,03:00PM - 04:20PM,"Rm 2129C, Lift 19 (28)"
2651,Fr,03:00PM - 04:20PM,"Rm 2129C, Lift 19 (28)"
2652,Tu,01:30PM - 02:50PM,"Rm 2129A, Lift 19 (28)"
2653,Th,01:30PM - 02:50PM,"Rm 2129A, Lift 19 (28)"
2654,Tu,01:30PM - 02:50PM,"Rm 2129A, Lift 19 (28)"
2655,Th,01:30PM - 02:50PM,"Rm 2129A, Lift 19 (28)"
2656,Tu,03:00PM - 04:20PM,"Rm 2129A, Lift 19 (28)"
2657,Th,03:00PM - 04:20PM,"Rm 2129A, Lift 19 (28)"
2658,Tu,03:00PM - 04:20PM,"Rm 2129A, Lift 19 (28)"
2659,Th,03:00PM - 04:20PM,"Rm 2129A, Lift 19 (28)"
2660,Tu,04:30PM - 05:50PM,"Rm 2129A, Lift 19 (28)"
2661,Th,04:30PM - 05:50PM,"Rm 2129A, Lift 19 (28)"
2662,Tu,04:30PM - 05:50PM,"Rm 2129A, Lift 19 (28)"
2663,Th,04:30PM - 05:50PM,"Rm 2129A, Lift 19 (28)"
2664,We,01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)"
2665,Fr,01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)"
2666,Fr,01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)"
2667,We,01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)"
2668,Fr,01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)"
2669,Fr,01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)"
2670,Mo,12:00PM - 01:20PM,"Rm 2611, Lift 31-32 (28)"
2671,We,12:00PM - 01:20PM,"Rm 2611, Lift 31-32 (28)"
2672,We,12:00PM - 01:20PM,"Rm 2611, Lift 31-32 (28)"
2673,Mo,12:00PM - 01:20PM,"Rm 2611, Lift 31-32 (28)"
2674,We,12:00PM - 01:20PM,"Rm 2611, Lift 31-32 (28)"
2675,We,12:00PM - 01:20PM,"Rm 2611, Lift 31-32 (28)"
2676,Tu,09:00AM - 10:20AM,"Rm 2131C, Lift 19 (28)"
2677,Th,09:00AM - 10:20AM,"Rm 2131C, Lift 19 (28)"
2678,Tu,09:00AM - 10:20AM,"Rm 2131C, Lift 19 (28)"
2679,Th,09:00AM - 10:20AM,"Rm 2131C, Lift 19 (28)"
2680,Tu,10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)"
2681,Th,10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)"
2682,Tu,10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)"
2683,Th,10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)"
2684,Tu,12:00PM - 01:20PM,"Rm 2128C, Lift 19 (28)"
2685,Th,12:00PM - 01:20PM,"Rm 2128C, Lift 19 (28)"
2686,Tu,12:00PM - 01:20PM,"Rm 2128C, Lift 19 (28)"
2687,Th,12:00PM - 01:20PM,"Rm 2128C, Lift 19 (28)"
2688,We,04:30PM - 05:50PM,"Rm 2132B, Lift 19 (28)"
2689,Fr,04:30PM - 05:50PM,"Rm 2132B, Lift 19 (28)"
2690,Fr,04:30PM - 05:50PM,"Rm 2132B, Lift 19 (28)"
2691,We,04:30PM - 05:50PM,"Rm 2132B, Lift 19 (28)"
2692,Fr,04:30PM - 05:50PM,"Rm 2132B, Lift 19 (28)"
2693,Fr,04:30PM - 05:50PM,"Rm 2132B, Lift 19 (28)"
2694,We,01:30PM - 02:50PM,"Rm 2132C, Lift 19 (28)"
2695,Fr,01:30PM - 02:50PM,"Rm 2132C, Lift 19 (28)"
2696,Fr,01:30PM - 02:50PM,"Rm 2132C, Lift 19 (28)"
2697,We,01:30PM - 02:50PM,"Rm 2132C, Lift 19 (28)"
2698,Fr,01:30PM - 02:50PM,"Rm 2132C, Lift 19 (28)"
2699,Fr,01:30PM - 02:50PM,"Rm 2132C, Lift 19 (28)"
2700,Mo,12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)"
2701,We,12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)"
2702,We,12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)"
2703,Mo,12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)"
2704,We,12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)"
2705,We,12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)"
2706,Tu,01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)"
2707,Th,01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)"
2708,Tu,01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)"
2709,Th,01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)"
2710,Tu,03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)"
2711,Th,03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)"
2712,Tu,03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)"
2713,Th,03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)"
2714,We,03:00PM - 04:20PM,"Rm 5501, Lift 25-26 (20)"
2715,Fr,03:00PM - 04:20PM,"Rm 5501, Lift 25-26 (20)"
2716,Fr,03:00PM - 04:20PM,"Rm 5501, Lift 25-26 (20)"
2717,We,03:00PM - 04:20PM,"Rm 5501, Lift 25-26 (20)"
2718,Fr,03:00PM - 04:20PM,"Rm 5501, Lift 25-26 (20)"
2719,Fr,03:00PM - 04:20PM,"Rm 5501, Lift 25-26 (20)"
2720,Tu,10:30AM - 11:50AM,"Rm 2610, Lift 31-32 (26)"
2721,Th,10:30AM - 11:50AM,"Rm 2610, Lift 31-32 (26)"
2722,Tu,10:30AM - 11:50AM,"Rm 2610, Lift 31-32 (26)"
2723,Th,10:30AM - 11:50AM,"Rm 2610, Lift 31-32 (26)"
2724,Tu,04:30PM - 05:50PM,"Rm 5501, Lift 25-26 (20)"
2725,Th,04:30PM - 05:50PM,"Rm 5501, Lift 25-26 (20)"
2726,Tu,04:30PM - 05:50PM,"Rm 5501, Lift 25-26 (20)"
2727,Th,04:30PM - 05:50PM,"Rm 5501, Lift 25-26 (20)"
2728,Mo,10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)"
2729,We,10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)"
2730,We,10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)"
2731,Mo,10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)"
2732,We,10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)"
2733,We,10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)"
2734,Tu,10:30AM - 11:50AM,"Rm 2127A, Lift 19 (28)"
2735,Th,10:30AM - 11:50AM,"Rm 2127A, Lift 19 (28)"
2736,Tu,10:30AM - 11:50AM,"Rm 2127A, Lift 19 (28)"
2737,Th,10:30AM - 11:50AM,"Rm 2127A, Lift 19 (28)"
2738,Tu,09:00AM - 10:20AM,"Rm 2128C, Lift 19 (28)"
2739,Th,09:00AM - 10:20AM,"Rm 2128C, Lift 19 (28)"
2740,Tu,09:00AM - 10:20AM,"Rm 2128C, Lift 19 (28)"
2741,Th,09:00AM - 10:20AM,"Rm 2128C, Lift 19 (28)"
2742,Mo,10:30AM - 11:50AM,"Rm 2129A, Lift 19 (28)"
2743,We,10:30AM - 11:50AM,"Rm 2129A, Lift 19 (28)"
2744,We,10:30AM - 11:50AM,"Rm 2129A, Lift 19 (28)"
2745,Mo,10:30AM - 11:50AM,"Rm 2129A, Lift 19 (28)"
2746,We,10:30AM - 11:50AM,"Rm 2129A, Lift 19 (28)"
2747,We,10:30AM - 11:50AM,"Rm 2129A, Lift 19 (28)"
2748,Mo,12:00PM - 01:20PM,"Rm 2128A, Lift 19 (28)"
2749,We,12:00PM - 01:20PM,"Rm 2128A, Lift 19 (28)"
2750,We,12:00PM - 01:20PM,"Rm 2128A, Lift 19 (28)"
2751,Mo,12:00PM - 01:20PM,"Rm 2128A, Lift 19 (28)"
2752,We,12:00PM - 01:20PM,"Rm 2128A, Lift 19 (28)"
2753,We,12:00PM - 01:20PM,"Rm 2128A, Lift 19 (28)"
2754,Th,03:00PM - 04:50PM,"Rm 2131A, Lift 19 (28)"
2755,Tu,03:00PM - 04:50PM,"Rm 2131A, Lift 19 (28)"
2756,Tu,12:00PM - 12:50PM,"Rm 2612B, Lift 31-32 (29)"
2757,Tu,05:00PM - 05:50PM,"Rm 2131A, Lift 19 (28)"
2758,We,03:00PM - 04:20PM,"Rm 2128B, Lift 19 (28)"
2759,Fr,03:00PM - 04:20PM,"Rm 2128B, Lift 19 (28)"
2760,Fr,03:00PM - 04:20PM,"Rm 2128B, Lift 19 (28)"
2761,We,03:00PM - 04:20PM,"Rm 2128B, Lift 19 (28)"
2762,Fr,03:00PM - 04:20PM,"Rm 2128B, Lift 19 (28)"
2763,Fr,03:00PM - 04:20PM,"Rm 2128B, Lift 19 (28)"
2764,We,01:30PM - 02:50PM,"Rm 2126A, Lift 19 (28)"
2765,Fr,01:30PM - 02:50PM,"Rm 2126A, Lift 19 (28)"
2766,Fr,01:30PM - 02:50PM,"Rm 2126A, Lift 19 (28)"
2767,We,01:30PM - 02:50PM,"Rm 2126A, Lift 19 (28)"
2768,Fr,01:30PM - 02:50PM,"Rm 2126A, Lift 19 (28)"
2769,Fr,01:30PM - 02:50PM,"Rm 2126A, Lift 19 (28)"
2770,Tu,10:30AM - 11:50AM,"Rm 2126C, Lift 19 (28)"
